gvkey,srcdate,rdq,signal_date,rdq_source
184569,2015-12-31,2016-03-08,2016-03-08,RDQ_MATCHED
184569,2016-12-31,2017-03-16,2017-03-16,RDQ_MATCHED
184569,2017-12-31,2018-04-02,2018-04-02,RDQ_MATCHED
184569,2018-12-31,2019-03-18,2019-03-18,RDQ_MATCHED
184569,2010-12-31,2011-02-24,2011-02-24,RDQ_MATCHED
184569,2011-12-31,2012-02-29,2012-02-29,RDQ_MATCHED
184569,2012-12-31,2013-04-01,2013-04-01,RDQ_MATCHED
184576,2010-12-31,2011-02-10,2011-02-10,RDQ_MATCHED
184576,2011-12-31,2012-02-23,2012-02-23,RDQ_MATCHED
184576,2012-12-31,2013-02-14,2013-02-14,RDQ_MATCHED
184576,2013-12-31,2014-02-20,2014-02-20,RDQ_MATCHED
184576,2014-12-31,2015-02-26,2015-02-26,RDQ_MATCHED
184576,2015-12-31,2016-02-25,2016-02-25,RDQ_MATCHED
184576,2016-12-31,2017-03-23,2017-03-23,RDQ_MATCHED
184576,2017-12-31,2018-02-22,2018-02-22,RDQ_MATCHED
184576,2018-12-31,2019-02-21,2019-02-21,RDQ_MATCHED
184576,2019-12-31,2020-02-20,2020-02-20,RDQ_MATCHED
184576,2020-12-31,2021-02-25,2021-02-25,RDQ_MATCHED
184576,2021-12-31,2022-02-24,2022-02-24,RDQ_MATCHED
184576,2022-12-31,2023-02-23,2023-02-23,RDQ_MATCHED
184576,2023-12-31,2024-02-22,2024-02-22,RDQ_MATCHED
184580,2014-08-31,2014-11-28,2014-11-28,RDQ_MATCHED
184580,2015-08-31,2015-11-25,2015-11-25,RDQ_MATCHED
184580,2016-08-31,2016-10-25,2016-10-25,RDQ_MATCHED
184580,2017-08-31,2017-10-31,2017-10-31,RDQ_MATCHED
184580,2018-08-31,2018-11-05,2018-11-05,RDQ_MATCHED
184580,2019-08-31,2019-10-23,2019-10-23,RDQ_MATCHED
184580,2020-08-31,2020-11-30,2020-11-30,RDQ_MATCHED
184580,2021-08-31,2022-06-30,2022-06-30,RDQ_MATCHED
184580,2022-08-31,2022-10-26,2022-10-26,RDQ_MATCHED
184580,2023-08-31,2023-10-31,2023-10-31,RDQ_MATCHED
184580,2024-08-31,2024-11-21,2024-11-21,RDQ_MATCHED
184580,2025-08-31,2025-10-30,2025-10-30,RDQ_MATCHED
184585,2011-12-31,2012-03-30,2012-03-30,RDQ_MATCHED
184585,2012-12-31,2013-04-01,2013-04-01,RDQ_MATCHED
184585,2013-12-31,2014-03-31,2014-03-31,RDQ_MATCHED
184585,2014-12-31,2015-03-26,2015-03-26,RDQ_MATCHED
184585,2015-12-31,2016-03-28,2016-03-28,RDQ_MATCHED
184585,2016-12-31,2017-04-14,2017-04-14,RDQ_MATCHED
184585,2017-12-31,2018-03-29,2018-03-29,RDQ_MATCHED
184585,2018-12-31,2019-04-01,2019-04-01,RDQ_MATCHED
184585,2019-12-31,2020-05-12,2020-05-12,RDQ_MATCHED
184585,2020-12-31,2021-03-29,2021-03-29,RDQ_MATCHED
184585,2021-12-31,2022-04-08,2022-04-08,RDQ_MATCHED
184585,2022-12-31,2023-04-17,2023-04-17,RDQ_MATCHED
184585,2023-12-31,2024-04-15,2024-04-15,RDQ_MATCHED
184585,2024-12-31,2025-03-31,2025-03-31,RDQ_MATCHED
184592,2010-12-31,2011-02-24,2011-02-24,RDQ_MATCHED
184592,2011-12-31,2012-02-21,2012-02-21,RDQ_MATCHED
184592,2012-12-31,2013-02-28,2013-02-28,RDQ_MATCHED
184592,2013-12-31,2014-02-26,2014-02-26,RDQ_MATCHED
184592,2014-12-31,2015-02-19,2015-02-19,RDQ_MATCHED
184592,2015-12-31,2016-02-11,2016-02-11,RDQ_MATCHED
184592,2016-12-31,2017-02-10,2017-02-10,RDQ_MATCHED
184597,2014-12-31,2015-07-09,2015-07-09,RDQ_MATCHED
184597,2022-12-31,2023-04-13,2023-04-13,RDQ_MATCHED
184603,2010-12-31,2011-03-01,2011-03-01,RDQ_MATCHED
184603,2011-12-31,2012-02-16,2012-02-16,RDQ_MATCHED
184603,2012-12-31,2013-02-14,2013-02-14,RDQ_MATCHED
184603,2013-12-31,2014-02-20,2014-02-20,RDQ_MATCHED
184603,2014-12-31,2015-02-12,2015-02-12,RDQ_MATCHED
184603,2015-12-31,2016-02-11,2016-02-11,RDQ_MATCHED
184604,2010-06-30,2010-08-10,2010-08-10,RDQ_MATCHED
184604,2011-06-30,2011-08-10,2011-08-10,RDQ_MATCHED
184604,2012-06-30,2012-08-14,2012-08-14,RDQ_MATCHED
184604,2013-06-30,2013-08-13,2013-08-13,RDQ_MATCHED
184604,2014-06-30,2014-08-12,2014-08-12,RDQ_MATCHED
184604,2015-06-30,2015-08-11,2015-08-11,RDQ_MATCHED
184604,2016-06-30,2016-08-10,2016-08-10,RDQ_MATCHED
184604,2017-06-30,2017-08-09,2017-08-09,RDQ_MATCHED
184604,2018-06-30,2018-08-08,2018-08-08,RDQ_MATCHED
184604,2019-06-30,2019-08-07,2019-08-07,RDQ_MATCHED
184604,2020-06-30,2020-08-11,2020-08-11,RDQ_MATCHED
184604,2021-06-30,2021-08-11,2021-08-11,RDQ_MATCHED
184604,2022-06-30,2022-08-10,2022-08-10,RDQ_MATCHED
184604,2023-06-30,2023-08-09,2023-08-09,RDQ_MATCHED
184604,2024-06-30,2024-08-07,2024-08-07,RDQ_MATCHED
184604,2025-06-30,2025-08-06,2025-08-06,RDQ_MATCHED
184639,2010-06-30,2010-11-19,2010-11-19,RDQ_MATCHED
184639,2011-06-30,2011-08-18,2011-08-18,RDQ_MATCHED
184639,2012-06-30,2012-08-16,2012-08-16,RDQ_MATCHED
184639,2013-06-30,2013-08-15,2013-08-15,RDQ_MATCHED
184659,2013-12-31,2014-03-28,2014-03-28,RDQ_MATCHED
184659,2014-12-31,2015-03-27,2015-03-27,RDQ_MATCHED
184672,2010-12-31,2011-02-23,2011-02-23,RDQ_MATCHED
184672,2011-12-31,2012-03-05,2012-03-05,RDQ_MATCHED
184672,2012-12-31,2013-03-18,2013-03-18,RDQ_MATCHED
184672,2013-12-31,2014-05-07,2014-05-07,RDQ_MATCHED
184673,2010-03-31,2010-07-16,2010-07-16,RDQ_MATCHED
184673,2011-03-31,2011-06-09,2011-06-09,RDQ_MATCHED
184673,2012-03-31,2012-05-31,2012-05-31,RDQ_MATCHED
184673,2013-03-31,2013-06-06,2013-06-06,RDQ_MATCHED
184673,2014-03-31,2014-06-04,2014-06-04,RDQ_MATCHED
184673,2015-03-31,2015-06-11,2015-06-11,RDQ_MATCHED
184676,2010-12-31,2011-02-17,2011-02-17,RDQ_MATCHED
184676,2011-12-31,2012-02-27,2012-02-27,RDQ_MATCHED
184676,2012-12-31,2013-02-21,2013-02-21,RDQ_MATCHED
184676,2013-12-31,2014-02-25,2014-02-25,RDQ_MATCHED
184676,2014-12-31,2015-02-25,2015-02-25,RDQ_MATCHED
184676,2015-12-31,2016-02-24,2016-02-24,RDQ_MATCHED
184680,2010-09-30,2011-01-20,2011-01-20,RDQ_MATCHED
184680,2011-09-30,2012-01-04,2012-01-04,RDQ_MATCHED
184680,2012-09-30,2013-01-18,2013-01-18,RDQ_MATCHED
184680,2013-09-30,2014-01-17,2014-01-17,RDQ_MATCHED
184680,2014-09-30,2015-01-14,2015-01-14,RDQ_MATCHED
184680,2015-09-30,2016-01-20,2016-01-20,RDQ_MATCHED
184680,2016-09-30,2017-01-18,2017-01-18,RDQ_MATCHED
184680,2017-09-30,2018-02-09,2018-02-09,RDQ_MATCHED
184684,2010-12-31,2011-03-28,2011-03-28,RDQ_MATCHED
184684,2011-12-31,2012-03-22,2012-03-22,RDQ_MATCHED
184684,2012-12-31,2013-03-29,2013-03-29,RDQ_MATCHED
184684,2013-12-31,2014-03-28,2014-03-28,RDQ_MATCHED
184684,2014-12-31,2015-03-30,2015-03-30,RDQ_MATCHED
184699,2010-03-31,2010-07-14,2010-07-14,RDQ_MATCHED
184699,2011-03-31,2011-07-14,2011-07-14,RDQ_MATCHED
184699,2012-03-31,2013-06-25,2013-06-25,RDQ_MATCHED
184700,2010-12-31,2011-02-23,2011-02-23,RDQ_MATCHED
184700,2011-12-31,2012-02-08,2012-02-08,RDQ_MATCHED
184700,2012-12-31,2013-02-07,2013-02-07,RDQ_MATCHED
184700,2013-12-31,2014-02-05,2014-02-05,RDQ_MATCHED
184700,2014-12-31,2015-02-05,2015-02-05,RDQ_MATCHED
184700,2015-12-31,2016-02-04,2016-02-04,RDQ_MATCHED
184700,2016-12-31,2017-02-08,2017-02-08,RDQ_MATCHED
184700,2017-12-31,2018-02-08,2018-02-08,RDQ_MATCHED
184700,2018-12-31,2019-02-06,2019-02-06,RDQ_MATCHED
184700,2021-12-31,2022-02-08,2022-02-08,RDQ_MATCHED
184700,2024-12-31,2025-02-05,2025-02-05,RDQ_MATCHED
184700,2019-12-31,2020-02-06,2020-02-06,RDQ_MATCHED
184700,2020-12-31,2021-02-04,2021-02-04,RDQ_MATCHED
184702,2010-12-31,2011-03-03,2011-03-03,RDQ_MATCHED
184702,2011-12-31,2012-02-14,2012-02-14,RDQ_MATCHED
184702,2012-12-31,2013-02-21,2013-02-21,RDQ_MATCHED
184702,2013-12-31,2014-05-19,2014-05-19,RDQ_MATCHED
184702,2014-12-31,2015-03-03,2015-03-03,RDQ_MATCHED
184702,2015-12-31,2016-03-01,2016-03-01,RDQ_MATCHED
184702,2016-12-31,2017-03-14,2017-03-14,RDQ_MATCHED
184702,2017-12-31,2018-03-01,2018-03-01,RDQ_MATCHED
184702,2018-12-31,2019-02-28,2019-02-28,RDQ_MATCHED
184702,2019-12-31,2020-02-27,2020-02-27,RDQ_MATCHED
184702,2020-12-31,2021-02-25,2021-02-25,RDQ_MATCHED
184702,2021-12-31,2022-02-24,2022-02-24,RDQ_MATCHED
184715,2010-12-31,2011-07-27,2011-07-27,RDQ_MATCHED
184717,2010-12-31,2011-02-28,2011-02-28,RDQ_MATCHED
184717,2011-12-31,2012-02-27,2012-02-27,RDQ_MATCHED
184717,2012-12-31,2013-02-19,2013-02-19,RDQ_MATCHED
184717,2013-12-31,2014-02-25,2014-02-25,RDQ_MATCHED
184717,2014-12-31,2015-02-24,2015-02-24,RDQ_MATCHED
184717,2015-12-31,2016-03-09,2016-03-09,RDQ_MATCHED
184717,2016-12-31,2017-03-02,2017-03-02,RDQ_MATCHED
184717,2017-12-31,2018-03-15,2018-03-15,RDQ_MATCHED
184717,2018-12-31,2019-03-18,2019-03-18,RDQ_MATCHED
184717,2019-12-31,2020-03-12,2020-03-12,RDQ_MATCHED
184717,2020-12-31,2021-03-02,2021-03-02,RDQ_MATCHED
184717,2021-12-31,2022-03-01,2022-03-01,RDQ_MATCHED
184717,2022-12-31,2023-03-15,2023-03-15,RDQ_MATCHED
184724,2010-12-31,2011-03-03,2011-03-03,RDQ_MATCHED
184725,2010-12-31,2011-02-15,2011-02-15,RDQ_MATCHED
184725,2011-12-31,2012-02-09,2012-02-09,RDQ_MATCHED
184725,2012-12-31,2013-01-31,2013-01-31,RDQ_MATCHED
184725,2013-12-31,2014-02-06,2014-02-06,RDQ_MATCHED
184725,2014-12-31,2015-02-05,2015-02-05,RDQ_MATCHED
184725,2015-12-31,2016-02-04,2016-02-04,RDQ_MATCHED
184725,2016-12-31,2017-02-02,2017-02-02,RDQ_MATCHED
184725,2017-12-31,2018-02-08,2018-02-08,RDQ_MATCHED
184725,2018-12-31,2019-02-07,2019-02-07,RDQ_MATCHED
184725,2019-12-31,2020-02-03,2020-02-03,RDQ_MATCHED
184725,2020-12-31,2021-02-01,2021-02-01,RDQ_MATCHED
184725,2021-12-31,2022-01-31,2022-01-31,RDQ_MATCHED
184725,2022-12-31,2023-01-30,2023-01-30,RDQ_MATCHED
184725,2023-12-31,2024-02-05,2024-02-05,RDQ_MATCHED
184725,2024-12-31,2025-02-03,2025-02-03,RDQ_MATCHED
184727,2014-08-31,2014-11-13,2014-11-13,RDQ_MATCHED
184727,2015-09-30,2015-12-14,2015-12-14,RDQ_MATCHED
184727,2016-09-30,2016-12-14,2016-12-14,RDQ_MATCHED
184727,2017-09-30,2017-12-01,2017-12-01,RDQ_MATCHED
184727,2018-09-30,2018-11-30,2018-11-30,RDQ_MATCHED
184727,2011-08-31,2011-12-07,2011-12-07,RDQ_MATCHED
184727,2012-08-31,2012-12-20,2012-12-20,RDQ_MATCHED
184727,2013-08-31,2013-12-16,2013-12-16,RDQ_MATCHED
184742,2013-12-31,2014-03-12,2014-03-12,RDQ_MATCHED
184742,2014-12-31,2015-03-10,2015-03-10,RDQ_MATCHED
184748,2010-12-31,2011-03-09,2011-03-09,RDQ_MATCHED
184748,2011-12-31,2012-02-28,2012-02-28,RDQ_MATCHED
184748,2012-12-31,2013-03-04,2013-03-04,RDQ_MATCHED
184748,2013-12-31,2014-02-26,2014-02-26,RDQ_MATCHED
184748,2014-12-31,2015-02-23,2015-02-23,RDQ_MATCHED
184748,2015-12-31,2016-02-22,2016-02-22,RDQ_MATCHED
184748,2016-12-31,2017-02-21,2017-02-21,RDQ_MATCHED
184748,2017-12-31,2018-02-21,2018-02-21,RDQ_MATCHED
184748,2018-12-31,2019-02-19,2019-02-19,RDQ_MATCHED
184748,2019-12-31,2020-02-18,2020-02-18,RDQ_MATCHED
184748,2020-12-31,2021-02-23,2021-02-23,RDQ_MATCHED
184748,2021-12-31,2022-02-22,2022-02-22,RDQ_MATCHED
184748,2022-12-31,2023-02-21,2023-02-21,RDQ_MATCHED
184748,2023-12-31,2024-02-20,2024-02-20,RDQ_MATCHED
184748,2024-12-31,2025-02-18,2025-02-18,RDQ_MATCHED
184767,2010-12-31,2011-03-03,2011-03-03,RDQ_MATCHED
184767,2011-12-31,2012-03-07,2012-03-07,RDQ_MATCHED
184767,2012-12-31,2013-03-06,2013-03-06,RDQ_MATCHED
184767,2013-12-31,2014-03-05,2014-03-05,RDQ_MATCHED
184767,2014-12-31,2015-04-22,2015-04-22,RDQ_MATCHED
184767,2015-12-31,2016-03-14,2016-03-14,RDQ_MATCHED
184767,2016-12-31,2017-03-08,2017-03-08,RDQ_MATCHED
184767,2017-12-31,2018-05-15,2018-05-15,RDQ_MATCHED
184767,2018-12-31,2019-05-15,2019-05-15,RDQ_MATCHED
184785,2010-12-31,2011-02-18,2011-02-18,RDQ_MATCHED
184785,2011-12-31,2012-02-16,2012-02-16,RDQ_MATCHED
184785,2014-12-31,2015-02-12,2015-02-12,RDQ_MATCHED
184785,2015-12-31,2016-02-11,2016-02-11,RDQ_MATCHED
184785,2016-12-31,2017-02-14,2017-02-14,RDQ_MATCHED
184785,2017-12-31,2018-02-13,2018-02-13,RDQ_MATCHED
184785,2018-12-31,2019-02-12,2019-02-12,RDQ_MATCHED
184785,2012-12-31,2013-02-15,2013-02-15,RDQ_MATCHED
184785,2013-12-31,2014-02-13,2014-02-13,RDQ_MATCHED
184789,2020-12-31,2021-04-15,2021-04-15,RDQ_MATCHED
184797,2010-12-31,2011-02-24,2011-02-24,RDQ_MATCHED
184797,2011-12-31,2012-02-16,2012-02-16,RDQ_MATCHED
184797,2012-12-31,2013-02-20,2013-02-20,RDQ_MATCHED
184797,2013-12-31,2014-02-24,2014-02-24,RDQ_MATCHED
184797,2014-12-31,2015-02-26,2015-02-26,RDQ_MATCHED
184797,2015-12-31,2016-02-23,2016-02-23,RDQ_MATCHED
184797,2016-12-31,2017-02-27,2017-02-27,RDQ_MATCHED
184797,2017-12-31,2018-02-27,2018-02-27,RDQ_MATCHED
184797,2018-12-31,2019-02-25,2019-02-25,RDQ_MATCHED
184797,2019-12-31,2020-02-27,2020-02-27,RDQ_MATCHED
184797,2020-12-31,2021-02-10,2021-02-10,RDQ_MATCHED
184817,2010-12-31,2011-03-24,2011-03-24,RDQ_MATCHED
184817,2011-12-31,2012-04-13,2012-04-13,RDQ_MATCHED
184817,2012-12-31,2013-06-18,2013-06-18,RDQ_MATCHED
184817,2013-12-31,2014-06-18,2014-06-18,RDQ_MATCHED
184825,2013-09-30,2013-11-27,2013-11-27,RDQ_MATCHED
184825,2014-09-30,2014-11-25,2014-11-25,RDQ_MATCHED
184825,2015-09-30,2015-11-20,2015-11-20,RDQ_MATCHED
184825,2016-09-30,2016-11-22,2016-11-22,RDQ_MATCHED
184825,2017-09-30,2017-11-22,2017-11-22,RDQ_MATCHED
184825,2018-09-30,2018-11-21,2018-11-21,RDQ_MATCHED
184825,2019-09-30,2019-11-22,2019-11-22,RDQ_MATCHED
184825,2020-09-30,2020-11-18,2020-11-18,RDQ_MATCHED
184825,2021-09-30,2021-11-19,2021-11-19,RDQ_MATCHED
184825,2022-09-30,2022-12-01,2022-12-01,RDQ_MATCHED
184825,2023-09-30,2023-11-30,2023-11-30,RDQ_MATCHED
184826,2012-10-31,2013-01-29,2013-01-29,RDQ_MATCHED
184826,2013-10-31,2014-01-29,2014-01-29,RDQ_MATCHED
184826,2014-10-31,2015-01-28,2015-01-28,RDQ_MATCHED
184826,2015-10-31,2016-01-28,2016-01-28,RDQ_MATCHED
184826,2016-10-31,2017-01-30,2017-01-30,RDQ_MATCHED
184826,2017-10-31,2018-01-30,2018-01-30,RDQ_MATCHED
184826,2018-10-31,2019-01-29,2019-01-29,RDQ_MATCHED
184826,2019-10-31,2020-01-29,2020-01-29,RDQ_MATCHED
184826,2020-10-31,2021-02-16,2021-02-16,RDQ_MATCHED
184826,2021-10-31,2022-01-31,2022-01-31,RDQ_MATCHED
184830,2014-09-30,2014-12-15,2014-12-15,RDQ_MATCHED
184830,2015-09-30,2015-12-18,2015-12-18,RDQ_MATCHED
184830,2016-09-30,2016-12-15,2016-12-15,RDQ_MATCHED
184830,2017-09-30,2017-12-15,2017-12-15,RDQ_MATCHED
184830,2018-09-30,2018-12-17,2018-12-17,RDQ_MATCHED
184830,2019-09-30,2019-12-20,2019-12-20,RDQ_MATCHED
184830,2020-09-30,2020-12-18,2020-12-18,RDQ_MATCHED
184830,2021-09-30,2021-12-17,2021-12-17,RDQ_MATCHED
184830,2022-09-30,2022-12-29,2022-12-29,RDQ_MATCHED
184830,2023-09-30,2023-12-29,2023-12-29,RDQ_MATCHED
184830,2024-09-30,2025-01-15,2025-01-15,RDQ_MATCHED
184868,2010-12-31,,2011-03-16,FALLBACK
184868,2011-12-31,2012-04-12,2012-04-12,RDQ_MATCHED
184868,2012-12-31,2013-03-08,2013-03-08,RDQ_MATCHED
184868,2013-12-31,2014-03-13,2014-03-13,RDQ_MATCHED
184868,2014-12-31,2015-02-25,2015-02-25,RDQ_MATCHED
184868,2015-12-31,2016-03-03,2016-03-03,RDQ_MATCHED
184880,2010-12-31,2011-04-15,2011-04-15,RDQ_MATCHED
184880,2011-12-31,2012-02-14,2012-02-14,RDQ_MATCHED
184880,2012-12-31,2013-02-14,2013-02-14,RDQ_MATCHED
184886,2010-12-31,2011-03-30,2011-03-30,RDQ_MATCHED
184899,2010-12-31,2011-02-24,2011-02-24,RDQ_MATCHED
184899,2011-12-31,2012-02-23,2012-02-23,RDQ_MATCHED
184899,2012-12-31,2013-02-21,2013-02-21,RDQ_MATCHED
184899,2013-12-31,2014-02-13,2014-02-13,RDQ_MATCHED
184899,2014-12-31,2015-02-12,2015-02-12,RDQ_MATCHED
184899,2015-12-31,2016-02-11,2016-02-11,RDQ_MATCHED
184899,2016-12-31,2017-02-09,2017-02-09,RDQ_MATCHED
184899,2017-12-31,2018-02-08,2018-02-08,RDQ_MATCHED
184899,2018-12-31,2019-02-14,2019-02-14,RDQ_MATCHED
184899,2019-12-31,2020-02-13,2020-02-13,RDQ_MATCHED
184899,2020-12-31,2021-02-11,2021-02-11,RDQ_MATCHED
184899,2021-12-31,2022-02-10,2022-02-10,RDQ_MATCHED
184899,2022-12-31,2023-02-09,2023-02-09,RDQ_MATCHED
184899,2023-12-31,2024-02-07,2024-02-07,RDQ_MATCHED
184899,2024-12-31,2025-02-12,2025-02-12,RDQ_MATCHED
184922,2010-12-31,2011-05-05,2011-05-05,RDQ_MATCHED
184954,2010-12-31,2011-03-21,2011-03-21,RDQ_MATCHED
184954,2011-12-31,2012-02-17,2012-02-17,RDQ_MATCHED
184954,2012-12-31,2013-02-25,2013-02-25,RDQ_MATCHED
184954,2013-12-31,2014-02-27,2014-02-27,RDQ_MATCHED
184957,2017-12-31,2018-03-14,2018-03-14,RDQ_MATCHED
184957,2018-12-31,2019-03-18,2019-03-18,RDQ_MATCHED
184961,2010-12-31,2011-02-21,2011-02-21,RDQ_MATCHED
184961,2012-12-31,2013-03-06,2013-03-06,RDQ_MATCHED
184961,2013-12-31,2014-03-11,2014-03-11,RDQ_MATCHED
184981,2010-12-31,2011-04-14,2011-04-14,RDQ_MATCHED
184981,2011-12-31,2012-02-14,2012-02-14,RDQ_MATCHED
184981,2012-12-31,2013-02-15,2013-02-15,RDQ_MATCHED
184991,2012-03-31,2012-06-29,2012-06-29,RDQ_MATCHED
184991,2013-03-31,2013-06-28,2013-06-28,RDQ_MATCHED
184994,2010-12-31,2011-02-08,2011-02-08,RDQ_MATCHED
184994,2011-12-31,2012-03-01,2012-03-01,RDQ_MATCHED
184994,2012-12-31,2013-03-12,2013-03-12,RDQ_MATCHED
184994,2013-12-31,2014-03-31,2014-03-31,RDQ_MATCHED
184994,2014-12-31,2015-03-31,2015-03-31,RDQ_MATCHED
184996,2010-12-31,2011-02-15,2011-02-15,RDQ_MATCHED
184996,2011-12-31,2012-02-15,2012-02-15,RDQ_MATCHED
184996,2012-12-31,2013-02-20,2013-02-20,RDQ_MATCHED
184996,2013-12-31,2014-02-19,2014-02-19,RDQ_MATCHED
184996,2014-12-31,2015-02-11,2015-02-11,RDQ_MATCHED
184996,2015-12-31,2016-02-10,2016-02-10,RDQ_MATCHED
184996,2016-12-31,2017-02-22,2017-02-22,RDQ_MATCHED
185003,2011-12-31,2012-07-12,2012-07-12,RDQ_MATCHED
185003,2012-12-31,2013-03-29,2013-03-29,RDQ_MATCHED
185003,2013-12-31,2014-03-17,2014-03-17,RDQ_MATCHED
185003,2014-12-31,2015-08-21,2015-08-21,RDQ_MATCHED
185003,2015-12-31,2016-03-28,2016-03-28,RDQ_MATCHED
185006,2010-12-31,2011-10-20,2011-10-20,RDQ_MATCHED
185006,2011-12-31,2012-04-12,2012-04-12,RDQ_MATCHED
185006,2012-12-31,2013-06-05,2013-06-05,RDQ_MATCHED
185006,2013-12-31,2014-05-21,2014-05-21,RDQ_MATCHED
185006,2014-12-31,2016-10-17,2016-10-17,RDQ_MATCHED
185006,2015-12-31,2016-10-17,2016-10-17,RDQ_MATCHED
185018,2010-12-31,2011-03-15,2011-03-15,RDQ_MATCHED
185018,2011-12-31,2012-03-08,2012-03-08,RDQ_MATCHED
185018,2012-12-31,2013-03-06,2013-03-06,RDQ_MATCHED
185018,2013-12-31,2014-02-26,2014-02-26,RDQ_MATCHED
185018,2014-12-31,2015-02-26,2015-02-26,RDQ_MATCHED
185018,2015-12-31,2016-02-25,2016-02-25,RDQ_MATCHED
185018,2016-12-31,2017-02-16,2017-02-16,RDQ_MATCHED
185018,2017-12-31,2018-02-15,2018-02-15,RDQ_MATCHED
185018,2018-12-31,2019-02-14,2019-02-14,RDQ_MATCHED
185018,2019-12-31,2020-02-20,2020-02-20,RDQ_MATCHED
185018,2022-12-31,2023-02-08,2023-02-08,RDQ_MATCHED
185018,2023-12-31,2024-02-12,2024-02-12,RDQ_MATCHED
185018,2024-12-31,2025-02-20,2025-02-20,RDQ_MATCHED
185018,2020-12-31,2021-02-17,2021-02-17,RDQ_MATCHED
185018,2021-12-31,2022-02-16,2022-02-16,RDQ_MATCHED
185030,2014-12-31,2015-02-17,2015-02-17,RDQ_MATCHED
185030,2015-12-31,2016-03-09,2016-03-09,RDQ_MATCHED
185030,2016-12-31,2017-03-09,2017-03-09,RDQ_MATCHED
185030,2017-12-31,2018-02-22,2018-02-22,RDQ_MATCHED
185058,2012-12-31,2013-02-21,2013-02-21,RDQ_MATCHED
185058,2013-12-31,2014-02-20,2014-02-20,RDQ_MATCHED
185058,2014-12-31,2015-02-24,2015-02-24,RDQ_MATCHED
185087,2010-12-31,2011-02-24,2011-02-24,RDQ_MATCHED
185087,2011-12-31,2012-02-28,2012-02-28,RDQ_MATCHED
185087,2012-12-31,2013-02-27,2013-02-27,RDQ_MATCHED
185087,2013-12-31,2014-02-28,2014-02-28,RDQ_MATCHED
185112,2010-12-31,2011-02-02,2011-02-02,RDQ_MATCHED
185112,2011-12-31,2012-02-01,2012-02-01,RDQ_MATCHED
185112,2012-12-31,2013-02-04,2013-02-04,RDQ_MATCHED
185112,2013-12-31,2014-02-03,2014-02-03,RDQ_MATCHED
185112,2014-12-31,2015-02-09,2015-02-09,RDQ_MATCHED
185112,2015-12-31,2016-02-04,2016-02-04,RDQ_MATCHED
185112,2016-12-31,2017-02-07,2017-02-07,RDQ_MATCHED
185112,2017-12-31,2018-02-07,2018-02-07,RDQ_MATCHED
185112,2018-12-31,2019-01-29,2019-01-29,RDQ_MATCHED
185112,2019-12-31,2020-02-04,2020-02-04,RDQ_MATCHED
185112,2020-12-31,2021-02-02,2021-02-02,RDQ_MATCHED
185119,2010-12-31,2011-02-07,2011-02-07,RDQ_MATCHED
185119,2011-12-31,2012-02-01,2012-02-01,RDQ_MATCHED
185119,2012-12-31,2013-02-06,2013-02-06,RDQ_MATCHED
185119,2013-12-31,2014-02-04,2014-02-04,RDQ_MATCHED
185119,2014-12-31,2015-02-18,2015-02-18,RDQ_MATCHED
185119,2015-12-31,2016-02-24,2016-02-24,RDQ_MATCHED
185119,2016-12-31,2017-03-08,2017-03-08,RDQ_MATCHED
185119,2017-12-31,2018-03-15,2018-03-15,RDQ_MATCHED
185119,2018-12-31,2019-03-12,2019-03-12,RDQ_MATCHED
185121,2010-12-31,2011-03-01,2011-03-01,RDQ_MATCHED
185121,2011-12-31,2012-02-29,2012-02-29,RDQ_MATCHED
185121,2012-12-31,2013-02-27,2013-02-27,RDQ_MATCHED
185121,2013-12-31,2014-02-27,2014-02-27,RDQ_MATCHED
185125,2010-06-30,2010-09-28,2010-09-28,RDQ_MATCHED
185125,2011-06-30,2011-09-12,2011-09-12,RDQ_MATCHED
185125,2012-06-30,2012-09-24,2012-09-24,RDQ_MATCHED
185125,2013-06-30,2013-09-25,2013-09-25,RDQ_MATCHED
185125,2014-06-30,2014-09-23,2014-09-23,RDQ_MATCHED
185125,2015-06-30,2015-09-15,2015-09-15,RDQ_MATCHED
185125,2016-06-30,2016-09-06,2016-09-06,RDQ_MATCHED
185125,2017-06-30,2017-09-05,2017-09-05,RDQ_MATCHED
185125,2018-06-30,2018-09-25,2018-09-25,RDQ_MATCHED
185125,2019-06-30,2019-08-27,2019-08-27,RDQ_MATCHED
185125,2020-06-30,2020-08-25,2020-08-25,RDQ_MATCHED
185125,2021-06-30,2021-08-24,2021-08-24,RDQ_MATCHED
185125,2022-06-30,2022-08-23,2022-08-23,RDQ_MATCHED
185125,2023-06-30,2023-08-22,2023-08-22,RDQ_MATCHED
185125,2024-06-30,2024-08-27,2024-08-27,RDQ_MATCHED
185125,2025-06-30,2025-08-26,2025-08-26,RDQ_MATCHED
185128,2010-12-31,2011-02-17,2011-02-17,RDQ_MATCHED
185128,2011-12-31,2012-02-29,2012-02-29,RDQ_MATCHED
185128,2012-12-31,2013-03-18,2013-03-18,RDQ_MATCHED
185128,2013-12-31,2014-03-13,2014-03-13,RDQ_MATCHED
185128,2014-12-31,2015-03-05,2015-03-05,RDQ_MATCHED
185128,2015-12-31,2016-03-03,2016-03-03,RDQ_MATCHED
185128,2016-12-31,2017-03-02,2017-03-02,RDQ_MATCHED
185128,2017-12-31,2018-03-06,2018-03-06,RDQ_MATCHED
