gvkey,conm,tic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
006135,ENBRIDGE INC,ENB,P,01,LC,76932,2381,1982-11-01,E
006136,INTERPUBLIC GROUP OF COS,IPG,P,01,LU,53065,20997,1971-08-23,2025-11-28
006137,INTERSCIENCE SYSTEMS INC,ISSI.,P,01,LU,45584,2404,1979-03-26,1982-10-29
006138,INTERSIL INC,ISIL.1,P,01,LU,45592,2399,1972-12-14,1976-10-29
006139,INTERSIL INC NEW,ISIL.,P,01,LU,45605,24833,1972-12-14,1981-01-30
006140,INTERSTATE BAKERIES CORP,IBCIQ,C,02,LC,76745,11041,1991-07-24,2004-09-22
006140,INTERSTATE BAKERIES CORP,IBCIQ,C,00X,LC,44265,24745,1967-03-28,1968-01-30
006140,INTERSTATE BAKERIES CORP,IBCIQ,C,02,LC,44265,24745,1968-01-31,1988-04-29
006141,INTERSTATE BRANDS CORP,1660B,P,01,LC,41283,24526,1974-01-31,1976-12-31
006141,INTERSTATE BRANDS CORP,1660B,C,00X,LC,41283,24526,1973-01-01,1974-01-30
006143,INTRAVISION INC,3IVSN,C,01,LU,45648,7125,1984-07-09,1986-06-09
006144,INTERSTATE MOTOR FREIGHT SYS,IMFQC,P,01,LU,45656,2322,1981-01-30,1984-09-28
006145,INTERSTATE POWER CO,IPW.1,P,01,LU,24723,20999,1962-01-31,1998-04-30
006146,INTERSTATE/JOHNSON LANE INC,IJL,P,01,LU,67993,21000,1985-07-31,1999-03-31
006147,INTERSTATE STORES INC,ISD.2,P,01,LC,17072,22743,1962-01-31,1974-04-30
006147,INTERSTATE STORES INC,ISD.2,C,00X,LC,17072,22743,1950-02-01,1962-01-30
006148,INTERSTATE UNITED CORP,IUC,P,01,LU,45786,24847,1968-02-20,1977-11-30
006150,INTERTHERM INC,ITHM,P,01,LU,45672,2414,1972-12-14,1985-05-31
006151,INTERTRANS CORP,ITRN.1,P,01,LU,45699,6884,1984-02-29,1995-06-30
006152,INTERVOICE INC,INTV.1,P,01,LC,89181,7534,1985-05-08,2008-09-03
006153,INTERWAY CORP,IWY.1,P,01,LC,57189,25555,1972-12-14,1979-06-29
006154,INTEXT INC,ITEX.,C,01,LU,45701,2411,1972-12-14,1980-01-31
006155,HUNTER RESOURCES INC,8237B,C,01,LU,76864,27318,1991-05-03,1992-05-11
006156,INTRAWEST FINANCIAL CORP,INTW.,P,01,LU,45720,1805,1972-12-14,1987-05-29
006158,INVACARE CORP,IVCRQ,P,01,LU,45728,7029,1984-05-11,2023-05-05
006159,SI TECHNOLOGIES INC,SISI.,P,01,LU,45744,6166,1983-07-12,2005-04-29
006160,INVESCO INTERNATIONAL CORP,ICOL.1,P,01,LC,45779,2268,1980-09-25,1983-02-25
006161,INCORP INC,6406B,P,01,LC,76126,2378,1983-05-06,1988-12-30
006162,INVESTMENT CORP-FLORIDA,ICF.1,P,01,LU,54092,25352,1972-02-03,1981-01-30
006163,INVESTMENT TECHNOLOGIES INC,3IVES,P,01,LC,89200,7409,1985-01-30,1991-06-26
006165,INVESTORS ROYALTY CO INC,IRL.3,P,01,LC,33224,23907,1966-01-31,1973-08-31
006165,INVESTORS ROYALTY CO INC,IRL.3,C,00X,LC,33224,23907,1962-07-02,1966-01-30
006167,INVESTEX INC,3INST.,C,01,LU,45883,2379,1977-07-29,1984-02-29
006169,IOMEGA CORP,IOM,P,01,LC,45891,6143,1983-07-07,2008-06-09
006171,IONICS INC,ION.2,P,01,LU,57066,21001,1972-12-14,2005-02-28
006172,IES INDUSTRIES INC,IES.2,P,01,LU,26585,20956,1962-01-31,1998-04-30
006173,IOWA-ILLINOIS GAS & ELEC,IWG,P,01,LU,24416,21002,1962-01-31,1995-07-31
006173,IOWA-ILLINOIS GAS & ELEC,IWG,C,00X,LU,24416,21002,1951-01-01,1962-01-30
006176,IOWA RESOURCES INC,IOR.1,P,01,LU,24352,21003,1962-01-31,1990-11-30
006176,IOWA RESOURCES INC,IOR.1,C,00X,LU,24352,21003,1951-01-01,1962-01-30
006177,IOWA SOUTHERN INC,IUTL,P,01,LU,45947,2417,1972-12-14,1991-06-28
006178,IPALCO ENTERPRISES INC,AES4,P,01,LC,21370,21004,1962-01-31,2001-03-27
006179,STERLING OPTICAL CORP,EYE.2,C,01,LU,38447,21005,1963-06-28,1992-03-31
006180,IPSCO INC,IPS.2,C,01,LC,78745,28045,1991-12-17,2007-07-18
006181,IRELANDS RESTAURANTS INC,IRRE,P,01,LC,71539,4101,1978-01-31,1980-01-31
006181,IRELANDS RESTAURANTS INC,IRRE,C,00X,LC,71539,4101,1973-06-01,1978-01-30
006183,IROQUOIS BRANDS LTD-OLD,IBL.,C,01,LC,33232,21006,1962-07-02,1990-02-27
006184,IRVIN INDUSTRIES INC,2793A,P,01,LU,33240,23909,1965-12-31,1980-04-30
006184,IRVIN INDUSTRIES INC,2793A,C,00X,LU,33240,23909,1962-07-02,1965-12-30
006185,ISC8 INC,ISCIQ,P,01,LC,45955,5645,1982-11-15,2010-09-10
006186,IRVING BANK CORP,V.4,P,01,LU,46842,24906,1968-09-23,1988-12-30
006187,IRWIN (RICHARD D) INC,IRWN.,P,01,LU,45963,2395,1972-12-14,1975-09-30
006191,ISLE RESOURCES INC,ISLEE,P,01,LU,46010,5523,1982-05-28,1984-09-28
006191,ISLE RESOURCES INC,ISLEE,C,00X,LU,46010,5523,1982-04-01,1982-05-27
006192,ISOMEDIX INC,ISO.1,P,01,LU,46018,6176,1983-07-14,1997-09-30
006193,ISOMET CORP,IOMT,C,01,LU,46026,2380,1980-10-31,2003-02-27
006193,ISOMET CORP,IOMT,C,00X,LU,46026,2380,1974-01-01,1980-10-30
006194,ISRAMCO INC,ISRL.1,P,01,LU,46042,6291,1984-01-31,2019-10-31
006195,ITEK CORP,ITK.2,P,01,LU,43596,24698,1966-07-29,1983-02-28
006196,ANIXTER INTL INC,AXE,C,01,LU,46077,6393,1969-06-17,2020-06-30
006197,ITO-YOKADO CO LTD,IYCLY,P,90,LU,46085,2425,1978-01-31,2003-06-30
006199,DBRIT CORP,3DBDBE,C,01,LU,89261,7656,1985-08-30,1992-09-25
006200,IVEY (J.B.) CO,IVEY,P,01,LC,46093,2420,1972-12-14,1980-09-30
006201,IVY CORP,IVYC,P,01,LU,46106,2422,1972-12-14,1979-01-31
006204,SUMMIT FAMILY RESTAURNTS INC,SMFR.1,P,01,LU,46114,2438,1973-02-28,1996-07-31
006205,JEC LASERS INC,JECL,C,01,LU,46122,5108,1982-01-29,1986-11-17
006206,JG INDUSTRIES INC,3JGIN,C,01,LU,12040,7708,1985-08-26,1998-10-07
006207,JLG INDUSTRIES INC,JLG,P,01,LC,46149,2456,1977-12-14,2006-12-29
006208,JMB REALTY TRUST,JMBRS,P,01,LU,46157,2458,1980-11-28,1990-09-28
006209,J M RESOURCES INC,4543B,P,01,LU,46165,2460,1981-03-10,1986-02-28
006210,J P INDUSTRIES INC,JPI.,P,01,LU,46173,6580,1983-11-10,1990-08-21
006211,JPM INDUSTRIES  -CL A,JPMAE,P,01,LU,89280,7629,1985-07-01,1989-05-31
006212,JWT GROUP INC,JWT,P,01,LU,49779,25084,1970-01-06,1987-06-30
006213,EPOCH HOLDING CORP,EPHC,P,01,LU,46181,2426,1981-10-01,2013-03-28
006214,JACLYN INC,JCLY,P,01,LC,47984,21010,1969-03-12,2008-05-16
006215,JACO ELECTRONICS INC,JACO,C,01,LC,46229,2427,1974-03-29,2009-11-05
006215,JACO ELECTRONICS INC,JACO,C,00X,LC,46229,2427,1973-07-01,1974-03-28
006216,JACOBS SOLUTIONS INC,J,P,01,LU,52329,21011,1971-04-27,E
006217,JACOBSON STORES,JCBSQ,C,01,LU,46237,2441,1972-12-14,2002-01-14
006218,JACOR COMMUNICATIONS,JCOR,C,01,LU,46245,6518,1983-10-21,1999-05-28
006219,JACQUIN (CHARLES) ET CIE,JACQ.1,C,01,LU,46253,2428,1972-12-14,1975-03-31
006220,JADE PETROLEUM CORP,JADE.1,P,01,LU,46261,2429,1979-11-15,1983-04-29
006222,JAEGER ENERGY CORP,2806B,C,00X,LC,23384,2430,1974-01-01,1978-12-21
006223,EMCOR GROUP INC,EME,C,01,LU,82694,14268,1995-12-28,E
006223,EMCOR GROUP INC,EME,C,01,LU,46288,2482,1976-01-30,1993-10-08
006223,EMCOR GROUP INC,EME,C,00X,LU,46288,2482,1974-01-01,1976-01-29
006225,JAMES (FRED S.) & CO,JMS,P,01,LU,52783,25276,1971-07-07,1982-11-30
006226,FORT JAMES CORP,FJ,P,01,LC,61583,2471,1973-03-26,2000-11-27
006228,JAMESBURY CORP,JAME,P,01,LU,46296,2432,1972-12-14,1984-07-31
006229,JAMESWAY CORP,JMYCQ,C,01,LC,81234,30846,1995-03-09,1995-10-12
006229,JAMESWAY CORP,JMYCQ,C,01,LC,48100,21013,1969-04-02,1995-01-27
006230,JANTZEN INC,JAN.1,P,01,LC,50008,25102,1970-02-06,1979-12-31
006232,JARMEL FABRICS INC,JARM,P,01,LU,46317,24873,1972-12-14,1973-12-31
006233,SCULLY ROYALTY LTD,SRL,C,02,LC,84820,15468,1997-05-14,E
006235,JAYARK CORP,JAYA,P,01,LC,46360,2436,1979-11-19,1997-07-10
006237,JAYTEX OIL & GAS CO,JTEX,P,01,LU,46384,2476,1980-01-31,1984-07-31
006237,JAYTEX OIL & GAS CO,JTEX,C,00X,LU,46384,2476,1980-01-01,1980-01-30
006238,JEANNETTE CORP,JGA,P,01,LU,33259,23910,1966-01-31,1978-07-31
006239,JEFFERIES GROUP LLC,LUK2,C,01,LC,86804,35031,2013-03-01,E
006239,JEFFERIES GROUP LLC,LUK2,P,01,LC,86804,35031,1999-04-28,2013-02-28
006239,JEFFERIES GROUP LLC,LUK2,P,01,LC,46392,6496,1983-10-13,1999-04-27
006240,JEFFERSON CORP,JEFF.,C,00X,LU,46421,2443,1973-04-01,1977-11-29
006240,JEFFERSON CORP,JEFF.,P,01,LU,46421,2443,1977-11-30,1986-11-10
006241,JEFFERSON-PILOT CORP,JP.1,C,99X,LC,48485,21015,2006-04-01,2006-04-28
006241,JEFFERSON-PILOT CORP,JP.1,P,01,LC,48485,21015,1969-06-09,2006-03-31
006242,SMURFIT-STONE CONTAINER CORP,SSCC.,P,05,LC,80543,13043,2010-07-01,2011-05-31
006242,SMURFIT-STONE CONTAINER CORP,SSCC.,P,03,LC,80543,13043,1994-05-04,2009-02-03
006242,SMURFIT-STONE CONTAINER CORP,SSCC.,P,01,LC,46448,6576,1983-11-11,1989-12-21
006243,JEFFERSON STORES INC,JEF.1,P,01,LU,48303,24993,1969-05-09,1973-04-30
006244,JEFFERSON-WILLIAMS ENERGY CP,4410B,P,01,LU,46464,2483,1981-09-02,1985-10-31
006245,JEFFREY MARTIN INC,JFRY,P,01,LU,46472,6008,1983-05-25,1987-02-27
006246,COMPRESSION TECHNOLOGIES INC,COTI.,P,01,LU,46499,2444,1982-01-29,1991-09-30
006247,JEM RECORDS INC,5919B,P,01,LU,46501,7168,1984-08-07,1988-02-29
006248,JENN-AIR CORP,JENN.,P,01,LU,46520,2445,1977-04-14,1979-01-31
006249,JENSEN INDUSTRIES,JI,P,01,LU,60193,2446,1972-12-14,1985-03-29
006251,JERRICO INC,JERR,P,01,LC,46544,2448,1972-12-14,1990-05-18
006254,JET AIR FREIGHT,JAIR,P,01,LU,46552,2431,1972-12-14,1975-12-31
006255,JET AMERICA AIRLINES INC,JA.,P,01,LU,66966,5186,1982-01-29,1986-12-31
006255,JET AMERICA AIRLINES INC,JA.,C,00X,LU,66966,5186,1982-01-01,1982-01-28
006257,JET INDUSTRIES INC,JETI,P,01,LU,46587,2449,1981-05-26,1982-11-30
006258,JETERO CORP,JTR,P,01,LU,59889,2477,1972-12-14,1982-05-28
006259,NEW BASTION DEVELOPMENT INC,NWBA,C,01,LU,33267,21016,1966-04-29,2000-05-17
006260,JEWEL COS INC,JWL.,P,01,LU,12626,22369,1962-01-31,1984-11-30
006260,JEWEL COS INC,JWL.,C,00X,LC,12626,22369,1950-02-01,1962-01-30
006261,JEWELCOR INC,5850B,P,01,LU,53567,25325,1971-11-15,1988-05-31
006262,JHIRMACK ENTERPRISES INC,JMCK,P,01,LU,46608,2459,1977-06-28,1982-04-30
006263,JIFFY FOODS CORP,JIFF,C,01,LU,46616,2453,1972-12-14,1985-02-28
006265,JOHN PHILLIP TUBA CORP,TUBAQ,P,01,LU,46632,4708,1981-01-06,1984-11-30
006266,JOHNSON & JOHNSON,JNJ,P,01,LC,22111,21018,1962-01-31,E
006266,JOHNSON & JOHNSON,JNJ,C,00X,LC,22111,21018,1950-01-01,1962-01-30
006267,JOHNSON (E.F.) CO,JEF.2,P,01,LU,59336,2451,1972-12-14,1982-12-31
006268,JOHNSON CONTROLS INTL PLC,JCI,P,01,LC,45356,21791,2016-09-06,E
006268,JOHNSON CONTROLS INTL PLC,JCI,P,01,LC,42534,21019,1965-10-11,2016-09-05
006269,AUDIO COMMUNICATIONS NETWORK,ANI.1,C,01,LU,46659,2452,1980-12-09,1998-10-30
006270,JOHNSON INTERNATIONAL CORP,JOIC,P,01,LC,46667,6964,1984-04-04,1984-08-31
006271,JOHNSON PRODUCTS,JPC.1,P,02,LU,51828,21020,1971-01-15,1993-08-31
006272,JOHNSTON INDUSTRIES/DE,JII,C,01,LU,53268,21021,1971-09-22,2000-05-31
006274,CONSOLIDATED COS,6073B,P,01,LC,67280,2082,1983-03-17,1989-03-07
006275,JOJOBA HORIZONS INC,4197B,P,01,LU,46683,2467,1981-01-21,1984-12-31
006276,JONATHAN LOGAN INC,JOL.,P,01,LU,27174,23458,1962-01-31,1984-10-31
006277,HOSPLEX SYSTEMS INC,4681B,P,01,LU,46691,5971,1983-05-10,1986-07-31
006279,JONES & VINING INC,JNSV,P,01,LU,46704,2463,1978-01-31,1987-06-30
006279,JONES & VINING INC,JNSV,C,00X,LU,46704,2463,1974-01-01,1978-01-30
006281,JONES (R.B.) CORP,JRBC,P,01,LU,46712,2470,1972-12-14,1979-01-31
006282,COMCAST JOIN HOLDINGS,CMCSK1,P,02,LC,46747,2466,1981-02-09,2000-03-02
006282,COMCAST JOIN HOLDINGS,CMCSK1,J,01,LC,46739,2466,1982-01-29,2000-03-02
006282,COMCAST JOIN HOLDINGS,CMCSK1,C,00X,LC,46739,2466,1979-09-14,1979-09-27
006284,JONI BLAIR OF CALIFORNIA INC,JONB,P,01,LC,46763,2468,1977-09-30,1984-01-26
006284,JONI BLAIR OF CALIFORNIA INC,JONB,C,00X,LC,46763,2468,1973-07-01,1977-09-29
006285,JORGENSEN (EARLE M.) CO,JOR.1,P,02,LC,90650,46546,2005-04-15,2006-03-31
006285,JORGENSEN (EARLE M.) CO,JOR.1,C,00X,LC,27377,21024,1960-06-13,1962-01-30
006285,JORGENSEN (EARLE M.) CO,JOR.1,P,01,LC,27377,21024,1962-01-31,1990-03-19
006286,JOSEPHSON INTERNATIONAL,5580C,C,01,LU,46790,2472,1973-03-30,1988-07-21
006287,JOSLYN CORP,JOSL,P,01,LU,46819,2469,1972-12-14,1995-11-30
006288,JOSTENS INC,JOSEA,P,01,LU,42104,21025,1965-06-16,2000-05-10
006291,JOY TECHNOLOGIES INC  -CL A,JOY.1,C,02,LU,77122,28293,1991-11-15,1994-11-30
006291,JOY TECHNOLOGIES INC  -CL A,JOY.1,C,02,LU,21557,23080,1962-01-31,1987-06-24
006291,JOY TECHNOLOGIES INC  -CL A,JOY.1,C,00X,LU,21557,23080,1949-10-01,1962-01-30
006293,QUESTRON TECHNOLOGY INC,QUSTQ,P,01,LU,89325,7482,1985-04-01,2002-02-01
006294,JUDY'S INC,JUDY,P,01,LU,46835,2479,1978-04-28,1989-10-31
006294,JUDY'S INC,JUDY,C,00X,LU,46835,2479,1973-02-01,1978-04-27
006295,JUMPING JACKS SHOES INC,3JJSH,P,01,LU,66974,21026,1984-11-09,1990-03-30
006296,JUNIPER PETROLEUM,JUN.1,P,01,LU,58237,25598,1974-12-05,1983-02-28
006297,JUNO LIGHTING INC,JUNO.1,P,01,LU,46843,6353,1983-09-01,2005-08-31
006298,JUPITER INDUSTRIES,JUP,P,01,LC,33275,23911,1968-01-31,1985-10-31
006298,JUPITER INDUSTRIES,JUP,C,00X,LC,33275,23911,1962-07-02,1968-01-30
006299,JURGENSEN'S,JURG,P,01,LU,46851,2480,1977-07-29,1986-12-31
006299,JURGENSEN'S,JURG,C,00X,LU,46851,2480,1973-07-01,1977-07-28
006300,AMERICAN CMNTY DEVLOPMENT GP,3ACDGE,C,01,LU,22940,905,1979-01-31,1987-07-21
006300,AMERICAN CMNTY DEVLOPMENT GP,3ACDGE,C,00X,LU,22940,905,1974-01-01,1979-01-30
006301,JUSTIN INDUSTRIES,JSTN,P,01,LU,46870,2473,1972-12-14,2000-08-31
006302,KDI CORP,5627C,C,01,LU,63650,2509,1975-05-29,1988-12-22
006303,KDT INDUSTRIES INC,KDT,P,01,LU,39925,24419,1963-12-09,1982-08-18
006304,KLA CORP,KLAC,P,01,LU,46886,2551,1980-10-08,E
006305,KLM ROYAL DUTCH AIRLINES,KLMR,C,00X,LU,26163,21027,1960-04-01,1966-01-30
006305,KLM ROYAL DUTCH AIRLINES,KLMR,C,90,LU,26163,21027,1966-01-31,2004-06-10
006306,KMS INDUSTRIES INC,3KMSIE,C,01,LU,46894,2557,1979-01-31,1993-02-25
006306,KMS INDUSTRIES INC,3KMSIE,C,00X,LU,46894,2557,1978-01-01,1979-01-30
006307,SEARS HOLDINGS CORP,SHLDQ,P,03,LC,89757,44118,2003-06-10,2018-10-23
006307,SEARS HOLDINGS CORP,SHLDQ,P,01,LC,12749,21028,1962-01-31,2002-12-18
006307,SEARS HOLDINGS CORP,SHLDQ,C,00X,LC,12749,21028,1950-01-01,1962-01-30
006308,PHAZAR CORP,ANTP,P,01,LC,46907,6638,1984-01-31,2013-07-31
006309,KMW SYSTEMS CORP,KMW,C,01,LU,46915,6411,1983-09-21,1989-11-08
006310,KINDER MORGAN INC,KMI,P,04,LC,12558,53667,2011-02-11,E
006310,KINDER MORGAN INC,KMI,P,01,LC,51596,21029,1970-11-24,2007-05-30
006311,PRIMEENERGY RESOURCES CORP,PNRG,P,01,LU,46923,2577,1974-07-05,E
006313,K-TEL INTERNATIONAL,KTLI,C,02,LU,56557,25529,1972-12-14,2000-09-26
006314,K-TRON INTERNATIONAL INC,KTII,P,01,LC,46931,2584,1980-12-03,2010-04-01
006315,K V PHARMACEUTICAL  -CL A,KVPHQ,P,02,LC,77158,2589,1994-06-01,E
006315,K V PHARMACEUTICAL  -CL A,KVPHQ,J,02,LC,77158,2589,1991-12-27,1994-05-31
006315,K V PHARMACEUTICAL  -CL A,KVPHQ,J,01,LC,46950,2589,1994-06-01,2013-09-30
006315,K V PHARMACEUTICAL  -CL A,KVPHQ,P,01,LC,46950,2589,1972-12-14,1994-05-31
006316,KAHLER CORP,KHLR.,P,01,LC,46958,2541,1972-12-14,1994-10-12
006317,KAIBAB INDUSTRIES,3KAIBE,P,01,LC,46966,2486,1973-05-24,1984-02-24
006318,KAISERTECH LTD,5854A,P,01,LC,24635,23285,1962-01-31,1988-10-28
006318,KAISERTECH LTD,5854A,C,00X,LC,24635,23285,1951-05-14,1962-01-30
006319,KAISER CEMENT CORP,KCC.1,P,01,LU,28433,23541,1962-03-12,1987-03-31
006320,KAISER INDUSTRIES CORP,KI,P,01,LU,33283,23912,1962-07-02,1980-03-31
006322,KAISER STEEL CORP,4170A,P,01,LC,59758,2493,1972-12-14,1984-02-29
006323,KALLESTAD LABORATORIES INC,KAL.1,P,01,LU,61364,25664,1973-03-05,1982-06-30
006324,KALVAR CORP,KALV.1,P,01,LU,46974,2487,1972-12-14,1987-10-30
006326,KAMAN CORP,KAMN,P,01,LU,47002,2488,1972-12-14,2024-04-30
006327,KAMENSTEIN (M.) INC,MKCO,P,01,LU,47029,6938,1984-03-21,1992-01-31
006328,KAMPGROUNDS OF AMERICA,KAMP,P,01,LU,47037,2489,1972-12-14,1981-05-29
006329,KANE FURNITURE CORP,KFUR,P,01,LU,47053,2540,1973-01-31,1982-11-30
006330,KANE-MILLER CORP,KML.1,P,01,LU,41582,24545,1966-01-31,1984-02-29
006331,FURMANITE CORP,FRM,P,01,LC,42067,21031,1965-06-07,2016-03-31
006332,KANSAS BEEF INDUSTRIES INC,KBEF,P,01,LU,47080,2499,1972-12-14,1974-08-30
006333,KANSAS CITY LIFE INS CO,KCLI,P,01,LU,47088,2502,1972-12-14,E
006334,GREAT PLAINS ENERGY INC,GXP,P,01,LC,24432,21032,1962-01-31,2018-06-04
006334,GREAT PLAINS ENERGY INC,GXP,C,00X,LC,24432,21032,1951-01-01,1962-01-30
006335,KANSAS CITY SOUTHERN,KSU,P,01,LC,12650,21033,1963-01-31,2021-12-31
006335,KANSAS CITY SOUTHERN,KSU,C,00X,LC,12650,21033,1963-01-01,1963-01-30
006337,KANSAS GAS & ELECTRIC CO,WR1,P,01,LU,25523,21034,1962-01-31,1992-03-31
006337,KANSAS GAS & ELECTRIC CO,WR1,C,00X,LU,25523,21034,1955-06-30,1962-01-30
006338,EVERGY INC,EVRG,P,01,LC,24053,21035,1962-01-31,E
006338,EVERGY INC,EVRG,C,00X,LC,24053,21035,1958-01-01,1962-01-30
006339,KANSAS STATE NETWORK INC,KSNT,P,01,LU,47096,2582,1977-09-30,1981-02-27
006339,KANSAS STATE NETWORK INC,KSNT,C,00X,LU,47096,2582,1973-09-01,1977-09-29
006340,KAPLAN INDUSTRIES INC,WHKA,C,01,LC,47109,2491,1981-08-05,1991-03-25
006343,TREECON RESOURCES INC,TCOR,C,01,LU,68996,7132,1984-07-12,2002-10-29
006345,KAR PRODUCTS INC,KARR.1,P,01,LU,47125,2492,1972-12-14,1977-04-29
006346,CKE RESTAURANTS INC,APO3,P,01,LU,47133,5113,1981-10-15,2010-07-30
006347,WASHINGTON GROUP INTL INC,WNG,P,02,LC,89702,5331,2003-03-06,2007-11-15
006347,WASHINGTON GROUP INTL INC,WNG,P,01,LC,47141,5331,1982-03-16,2001-05-14
006348,KATE GREENAWAY INDUSTRIES,KATE.,C,01,LU,47168,2494,1979-01-31,1980-10-21
006348,KATE GREENAWAY INDUSTRIES,KATE.,C,00X,LU,47168,2494,1974-02-01,1979-01-30
006349,KATY INDUSTRIES INC,KATYQ,P,01,LC,45890,21036,1968-03-12,2007-04-12
006350,KATZ DRUG CO,KD.1,P,01,LU,33304,23914,1966-01-31,1970-12-31
006351,SUNAMERICA INC,SAI.1,P,01,LU,33312,21038,1962-07-02,1998-12-31
006353,KAWECKI BERYLCO INDS INC,KBI.1,P,01,LU,46981,24916,1968-10-17,1978-05-31
006354,BALFOUR MACLAINE CORP,INNP,C,01,LU,33347,20256,1965-02-26,1991-11-18
006354,BALFOUR MACLAINE CORP,INNP,C,00X,LU,33347,20256,1962-07-02,1965-02-25
006355,KAY LABORATORIES INC,KLAB,P,01,LU,47184,2550,1980-07-15,1982-07-30
006357,KAYDON CORP,KDN,P,01,LC,47205,6985,1984-04-13,2013-10-31
006358,KAYEX CORP,KAYX,P,01,LU,47213,2497,1979-06-11,1980-07-31
006359,KAYPRO CORP,KPRQE,P,01,LU,47221,6319,1983-08-25,1990-04-30
006360,KAYSAM CORP OF AMERICA,KAYS.1,P,01,LU,47240,2496,1973-01-31,1982-01-29
006361,KAYSER-ROTH CORP,KYR.1,P,01,LC,12669,22372,1962-01-31,1975-09-30
006361,KAYSER-ROTH CORP,KYR.1,C,00X,LC,12669,22372,1956-07-01,1962-01-30
006362,KEANE INC,KEA,P,01,LU,47248,2510,1974-04-30,2007-06-29
006362,KEANE INC,KEA,C,00X,LC,47248,2510,1974-01-01,1974-04-29
006363,KEARNEY & TRECKER CORP,KEAR,P,01,LC,27749,1170,1972-12-14,1979-01-31
006364,KEARNEY NATIONAL INC,KNY.,P,01,LU,66608,2529,1972-12-14,1988-10-31
006365,KEBA OIL & GAS CO,KEBA,P,01,LU,47264,2511,1976-12-09,1983-12-30
006366,KEE EXPLORATION INC,4545B,P,01,LU,47272,2515,1981-01-30,1986-02-28
006366,KEE EXPLORATION INC,4545B,C,00X,LU,47272,2515,1981-01-01,1981-01-29
006367,KEEBLER CO,KBR.1,P,01,LU,16619,22704,1962-01-31,1974-04-30
006367,KEEBLER CO,KBR.1,C,00X,LU,16619,22704,1950-01-01,1962-01-30
006369,KEITH CLARK INC,KETH,P,01,LU,47320,2531,1972-12-14,1978-01-31
006370,KEITHLEY INSTRUMENTS INC,KEI,P,01,LU,89333,7677,1985-08-05,2010-12-09
006371,KELDON OIL CO-OLD,2907B,P,01,LU,47328,2518,1979-01-31,1982-01-29
006371,KELDON OIL CO-OLD,2907B,C,00X,LU,47328,2518,1978-02-22,1979-01-30
006372,KELLER INDUSTRIES INC,KEL.1,P,01,LU,27078,23450,1962-01-31,1983-10-31
006373,KELLETT CORP,5123B,P,01,LU,47336,7291,1984-11-30,1986-10-31
006373,KELLETT CORP,5123B,C,00X,LU,47336,7291,1974-01-01,1984-11-29
006375,KELLANOVA,K,P,01,LU,26825,21041,1962-01-31,2025-12-31
006376,KELLWOOD CO,KWD,P,01,LU,57437,21042,1972-12-14,2008-02-29
006378,KELLY JOHNSTON ENTERPRISES,4411B,P,01,LU,47352,2517,1981-07-01,1985-09-30
006379,KELLY SERVICES INC  -CL A,KELYA,P,03,LC,47379,2519,1972-12-14,1984-01-30
006379,KELLY SERVICES INC  -CL A,KELYA,J,02,LC,47387,2519,1984-08-02,E
006379,KELLY SERVICES INC  -CL A,KELYA,P,01,LC,47379,2519,1984-07-01,E
006379,KELLY SERVICES INC  -CL A,KELYA,J,01,LC,47379,2519,1984-01-31,1984-06-30
006381,KELSEY HAYES CO-OLD,KW.,P,01,LC,16280,22677,1962-01-31,1973-10-31
006381,KELSEY HAYES CO-OLD,KW.,C,00X,LC,16280,22677,1949-09-01,1962-01-30
006382,KENAI CORP,4232B,C,01,LU,60513,2521,1974-11-21,1985-12-12
006383,NEW LONDON INC,NLON,P,02,LU,47408,2505,1981-04-08,1992-08-31
006384,KENDALL CO,KEN.1,P,01,LU,26868,23431,1962-01-31,1972-08-31
006385,GLOBAL ASSET MGMT GROUP INC,GAMG,C,01,LU,47416,2524,1979-07-31,1989-07-13
006386,KENNAMETAL INC,KMT,P,01,LU,44134,21045,1967-01-23,E
006387,KENNECOTT CORP,KN.1,P,01,LU,12706,22375,1962-01-31,1981-06-30
006387,KENNECOTT CORP,KN.1,C,00X,LC,12706,22375,1950-01-01,1962-01-30
006388,KENNEDY & COHEN INC,KECO.,P,01,LC,47424,2512,1972-12-14,1975-12-31
006389,KENNINGTON LTD,KENN,P,01,LU,47459,2523,1972-12-14,1987-01-30
006391,KENT-MOORE CORP,KMOR,P,01,LU,47467,2556,1972-12-14,1982-01-29
006392,KENTON CORP,KENT.,P,01,LU,42964,2525,1979-01-31,1981-02-27
006392,KENTON CORP,KENT.,C,00X,LU,42964,2525,1973-02-01,1979-01-30
006393,KENTRON INTERNATIONAL INC,KTN.1,P,01,LU,65314,25742,1983-07-05,1985-03-29
006394,KENTUCKY FRIED CHICKEN-DEL,KFC.,P,01,LU,47482,24943,1969-01-16,1971-06-30
006396,INVESTORS HERITAGE CAP CORP,IHRC,C,01,LU,47504,2547,1980-01-31,1993-01-06
006396,INVESTORS HERITAGE CAP CORP,IHRC,C,00X,LU,47504,2547,1980-01-01,1980-01-30
006399,KU ENERGY CORP,KU,P,01,LU,40213,21046,1964-02-17,1998-05-29
006400,KENWIN SHOPS INC,3KNWNE,C,01,LU,52847,21047,1971-07-19,1996-12-27
006402,KERR GROUP INC,KGM,P,01,LU,58616,2530,1975-10-24,1997-08-29
