gvkey,conm,tic,datadate,fyear,gsector,ggroup,gind,gsubind,naics,sic,naics2,naics3,sic2,sic4
002390,BRIDGFORD FOODS CORP,BRID,2025-10-31,2025,30,3020,302020,30202030,311612,2013,31,311,20,2013
002393,BRIGGS & STRATTON,BGGSQ,2019-06-30,2019,20,2010,201060,20106020,333618,3510,33,333,35,3510
002403,BRISTOL-MYERS SQUIBB CO,BMY,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
002410,BP PLC,BP,2025-12-31,2025,10,1010,101020,10102010,324110,2911,32,324,29,2911
002411,BT GROUP PLC,BTY10,2019-03-31,2018,50,5010,501010,50101020,517311,4813,51,517,48,4813
002436,CALERES INC,CAL,2025-01-31,2024,25,2550,255040,25504010,458210,5661,45,458,56,5661
002444,BRUNSWICK CORP,BC,2025-12-31,2025,25,2520,252020,25202010,333618,3510,33,333,35,3510
002497,MASTEC INC,MTZ,2025-12-31,2025,20,2010,201030,20103010,237130,1623,23,237,16,1623
002504,UNISYS CORP,UIS,2025-12-31,2025,45,4510,451020,45102010,541512,7373,54,541,73,7373
002536,LIVERAMP HOLDINGS INC,RAMP,2025-03-31,2024,45,4510,451030,45103010,519290,7370,51,519,73,7370
002547,CIGNA GROUP (THE),CI,2025-12-31,2025,35,3510,351020,35102015,524114,6324,52,524,63,6324
002556,CSS INDUSTRIES INC,CSS,2019-03-31,2018,25,2520,252010,25201050,322220,2670,32,322,26,2670
002574,CSX CORP,CSX,2025-12-31,2025,20,2030,203040,20304010,482111,4011,48,482,40,4011
002577,CTS CORP,CTS,2025-12-31,2025,45,4520,452030,45203020,033441,3670,03,033,36,3670
002581,CVD EQUIPMENT CORP,CVV,2025-12-31,2025,45,4530,453010,45301010,333249,3559,33,333,35,3559
002593,CABOT CORP,CBT,2025-09-30,2025,15,1510,151010,15101010,325180,2890,32,325,28,2890
002615,CALAMP CORP,CAMPQ,2023-02-28,2022,45,4520,452010,45201020,334220,3663,33,334,36,3663
002721,CANON INC,CAJPY,2024-12-31,2024,45,4520,452020,45202030,333310,3577,33,333,35,3577
002735,CAPITAL PROPERTIES INC,CPTP,2024-12-31,2024,60,6020,602010,60201020,531190,6519,53,531,65,6519
002751,CARDINAL HEALTH INC,CAH,2025-06-30,2025,35,3510,351020,35102010,424210,5122,42,424,51,5122
002771,CARLISLE COS INC,CSL,2025-12-31,2025,20,2010,201020,20102010,324122,2950,32,324,29,2950
002783,PROGRESS ENERGY INC,DUK8,2025-12-31,2025,55,5510,551010,55101010,002211,4911,00,002,49,4911
002787,CARPENTER TECHNOLOGY CORP,CRS,2025-06-30,2025,20,2010,201010,20101010,331110,3312,33,331,33,3312
002812,DOLE FOOD CO INC,DOLE.1,2012-12-31,2012,30,3020,302020,30202030,111339,0100,11,111,01,0100
002817,CATERPILLAR INC,CAT,2025-12-31,2025,20,2010,201060,20106010,333120,3531,33,333,35,3531
002852,CENTRAL NATURAL RES INC,CTNR,2022-12-31,2022,10,1010,101020,10102020,533110,6792,53,533,67,6792
002884,LUMEN TECHNOLOGIES INC,LUMN,2025-12-31,2025,50,5010,501010,50101010,517111,4813,51,517,48,4813
002938,CHARMING SHOPPES INC,CHRS.1,2012-01-31,2011,25,2550,255040,25504010,448120,5621,44,448,56,5621
002940,MAGELLAN HEALTH INC,MGLN,2020-12-31,2020,35,3510,351020,35102030,561110,8741,56,561,87,8741
002942,CANTEL MEDICAL CORP,CMD,2020-07-31,2020,35,3510,351010,35101010,334510,3845,33,334,38,3845
002968,JPMORGAN CHASE & CO,JPM,2025-12-31,2025,40,4010,401010,40101010,522110,6020,52,522,60,6020
002991,CHEVRON CORP,CVX,2025-12-31,2025,10,1010,101020,10102010,324110,2911,32,324,29,2911
002999,CHICAGO RIVET & MACHINE CO,CVR,2025-12-31,2025,20,2010,201060,20106020,332722,3452,33,332,34,3452
003026,CHURCH & DWIGHT INC,CHD,2025-12-31,2025,30,3030,303010,30301010,325611,2840,32,325,28,2840
003028,CHURCHILL DOWNS INC,CHDN,2025-12-31,2025,25,2530,253010,25301010,713210,7990,71,713,79,7990
003036,CINCINNATI BELL INC,CBB,2020-12-31,2020,50,5010,501010,50101020,517311,4813,51,517,48,4813
003062,CINTAS CORP,CTAS,2025-05-31,2024,20,2020,202010,20201070,812331,7200,81,812,72,7200
003107,CLEVELAND-CLIFFS INC,CLF,2025-12-31,2025,15,1510,151040,15104050,331110,3310,33,331,33,3310
003121,CLOROX CO/DE,CLX,2025-06-30,2025,30,3030,303010,30301010,325612,2842,32,325,28,2842
003138,COCA COLA CONSOLIDATED INC,COKE,2025-12-31,2025,30,3020,302010,30201030,312111,2086,31,312,20,2086
003144,COCA-COLA CO,KO,2025-12-31,2025,30,3020,302010,30201030,312111,2086,31,312,20,2086
003153,COEUR MINING INC,CDE,2025-12-31,2025,15,1510,151040,15104030,021222,1040,02,021,10,1040
003157,COHERENT INC,COHR.1,2021-09-30,2021,45,4520,452030,45203010,334516,3826,33,334,38,3826
003158,COHU INC,COHU,2025-12-31,2025,45,4530,453010,45301010,334515,3825,33,334,38,3825
003169,ONCOMED PHARMACEUTICALS,OMED.2,2018-12-31,2018,35,3520,352010,35201010,325414,2836,32,325,28,2836
003170,COLGATE-PALMOLIVE CO,CL,2025-12-31,2025,30,3030,303010,30301010,325611,2844,32,325,28,2844
003198,COLORADO INTERSTATE GAS CO,CGP1,2025-12-31,2025,10,1010,101020,10102040,221210,4923,22,221,49,4923
003221,AON PLC,AON,2025-12-31,2025,40,4030,403010,40301010,524210,6411,52,524,64,6411
003226,COMCAST CORP,CMCSA,2025-12-31,2025,50,5010,501010,50101020,516210,4841,51,516,48,4841
003231,COMERICA INC,CMA,2025-12-31,2025,40,4010,401010,40101010,522110,6020,52,522,60,6020
003243,CITIGROUP INC,C,2025-12-31,2025,40,4010,401010,40101010,522110,6199,52,522,61,6199
003275,COMMUNICATIONS SYSTEMS INC,JCS,2021-12-31,2021,45,4520,452010,45201020,005415,7370,00,005,73,7370
003278,AVIS BUDGET GROUP INC,CAR,2025-12-31,2025,20,2030,203040,20304040,532111,7510,53,532,75,7510
003336,DXC TECHNOLOGY CO,DXC,2025-03-31,2024,45,4510,451020,45102010,541512,7370,54,541,73,7370
003358,COMTECH TELECOMMUN,CMTL,2025-07-31,2025,45,4520,452010,45201020,334220,3663,33,334,36,3663
003362,CONAGRA BRANDS INC,CAG,2025-05-31,2024,30,3020,302020,30202030,031142,2000,03,031,20,2000
003382,SHUTTERSTOCK INC,SSTK,2025-12-31,2025,50,5020,502030,50203010,516210,7370,51,516,73,7370
003413,CONSOLIDATED EDISON INC,ED,2025-12-31,2025,55,5510,551030,55103010,022111,4931,02,022,49,4931
003429,CTO REALTY GROWTH INC,CTO,2025-12-31,2025,60,6010,601010,60101010,005311,6798,00,005,67,6798
003469,CONTINENTAL RESOURCES INC,CLR,2021-12-31,2021,10,1010,101020,10102020,211120,1311,21,211,13,1311
003532,CORNING INC,GLW,2025-12-31,2025,45,4520,452030,45203015,335921,3357,33,335,33,3357
003533,CORNING NATURAL GAS HLDG CP,CNIG,2021-09-30,2021,55,5510,551020,55102010,221210,4923,22,221,49,4923
003562,COUSINS PROPERTIES INC,CUZ,2025-12-31,2025,60,6010,601040,60104010,531120,6798,53,531,67,6798
003581,CRAWFORD & CO,CRD.A,2025-12-31,2025,40,4030,403010,40301010,524291,6411,52,524,64,6411
003594,CREDO PETROLEUM CORP,CRED.1,2011-10-31,2011,10,1010,101020,10102020,211111,1311,21,211,13,1311
003619,CROWN HOLDINGS INC,CCK,2025-12-31,2025,15,1510,151030,15103010,332431,3411,33,332,34,3411
003622,CROWN CRAFTS INC,CRWS,2025-03-31,2024,25,2520,252030,25203030,313210,2211,31,313,22,2211
003647,CULP INC,CULP,2025-04-30,2024,25,2520,252030,25203030,313210,2211,31,313,22,2211
003650,CUMMINS INC,CMI,2025-12-31,2025,20,2010,201060,20106010,333618,3510,33,333,35,3510
003662,CURTISS-WRIGHT CORP,CW,2025-12-31,2025,20,2010,201010,20101010,332912,3728,33,332,37,3728
003708,WENDY'S CO,WEN,2025-12-31,2025,25,2530,253010,25301040,722511,5812,72,722,58,5812
003734,DANA INC,DAN,2025-12-31,2025,25,2510,251010,25101010,336390,3714,33,336,37,3714
003735,DANAHER CORP,DHR,2025-12-31,2025,35,3520,352030,35203010,334516,3826,33,334,38,3826
003761,DATA I/O CORP,DAIO,2025-12-31,2025,45,4520,452030,45203020,334515,3825,33,334,38,3825
003801,DAVEY TREE EXPERT CO,7183B,2025-12-31,2025,20,2020,202010,20201050,561730,0700,56,561,07,0700
003806,DAWSON GEOPHYSICAL CO,DWSN,2025-12-31,2025,10,1010,101010,10101020,213112,1382,21,213,13,1382
003813,TARGET CORP,TGT,2025-01-31,2024,30,3010,301010,30101040,455219,5331,45,455,53,5331
003820,VIEWTRAN GROUP INC,VIEWF,2013-12-31,2013,40,4020,402010,40201040,334220,3663,33,334,36,3663
003835,DEERE & CO,DE,2025-10-31,2025,20,2010,201060,20106015,333111,3523,33,333,35,3523
003851,DELTA AIR LINES INC,DAL,2025-12-31,2025,20,2030,203020,20302010,481111,4512,48,481,45,4512
003897,DTE ENERGY CO,DTE,2025-12-31,2025,55,5510,551030,55103010,002211,4931,00,002,49,4931
003969,DIODES INC,DIOD,2025-12-31,2025,45,4530,453010,45301020,334413,3674,33,334,36,3674
004001,DIXIE GROUP INC,DXYN,2025-12-31,2025,25,2520,252010,25201020,314110,2273,31,314,22,2273
004016,DOLLAR GENERAL CORP,DG,2025-01-31,2024,30,3010,301010,30101040,455219,5331,45,455,53,5331
004029,DOMINION ENERGY INC,D,2025-12-31,2025,55,5510,551030,55103010,022111,4911,02,022,49,4911
004036,DONALDSON CO INC,DCI,2025-07-31,2025,20,2010,201060,20106020,336390,3714,33,336,37,3714
004040,DONNELLEY (R R) & SONS CO,RRD,2021-12-31,2021,20,2020,202010,20201010,032311,2750,03,032,27,2750
004045,DORCHESTER MINERALS  -LP,DMLP,2025-12-31,2025,10,1010,101020,10102020,533110,6792,53,533,67,6792
004066,OMNICOM GROUP INC,OMC,2025-12-31,2025,50,5020,502010,50201010,541810,7311,54,541,73,7311
004072,ASCENA RETAIL GROUP INC,ASNAQ,2020-07-31,2020,25,2550,255040,25504010,448120,5621,44,448,56,5621
004091,DUCOMMUN INC,DCO,2025-12-31,2025,20,2010,201010,20101010,336413,3728,33,336,37,3728
004093,DUKE ENERGY CORP,DUK,2025-12-31,2025,55,5510,551010,55101010,002211,4931,00,002,49,4931
004115,DYCOM INDUSTRIES INC,DY,2025-01-31,2024,20,2010,201030,20103010,237130,1623,23,237,16,1623
004145,REVVITY INC,RVTY,2025-12-31,2025,35,3520,352030,35203010,334516,3826,33,334,38,3826
004194,EASTMAN KODAK CO,KODK,2025-12-31,2025,45,4520,452020,45202030,325992,3861,32,325,38,3861
004213,ECOLAB INC,ECL,2025-12-31,2025,15,1510,151010,15101050,325612,2842,32,325,28,2842
004245,ELAN CORP PLC,ELN,2012-12-31,2012,35,3520,352010,35201010,325412,2834,32,325,28,2834
004274,ELECTRO SCIENTIFIC INDS INC,ESIO,2018-03-31,2017,45,4520,452030,45203010,335999,3690,33,335,36,3690
004279,EMS TECHNOLOGIES INC,ELMG,2010-12-31,2010,45,4520,452010,45201020,334220,3663,33,334,36,3663
004321,EMERSON ELECTRIC CO,EMR,2025-09-30,2025,20,2010,201040,20104010,334513,3823,33,334,38,3823
004322,EMERSON RADIO CORP,MSN,2025-03-31,2024,25,2520,252010,25201010,334310,3651,33,334,36,3651
004340,EMULEX CORP,ELX,2014-06-30,2014,45,4520,452010,45201020,334210,3576,33,334,35,3576
004341,SORL AUTO PARTS INC,SORL,2019-12-31,2019,25,2510,251010,25101010,336340,3714,33,336,37,3714
004351,ENERGEN CORP,EGN,2017-12-31,2017,10,1010,101020,10102020,211111,4924,21,211,49,4924
004352,ENERGY CONVERSION DEV,ENERQ,2011-06-30,2011,45,4530,453010,45301020,334413,3674,33,334,36,3674
004367,WEATHERFORD INTL PLC,WFRD,2025-12-31,2025,10,1010,101010,10101020,213111,1381,21,213,13,1381
004383,ATMOS ENERGY CORP,ATO,2025-09-30,2025,55,5510,551020,55102010,221210,4924,22,221,49,4924
004409,ENZON PHARMACEUTICALS -OLD,ENZND.1,2025-12-31,2025,35,3520,352010,35201010,325414,2836,32,325,28,2836
004423,EQUIFAX INC,EFX,2025-12-31,2025,20,2020,202020,20202020,561450,7323,56,561,73,7323
004430,EQT CORP,EQT,2025-12-31,2025,10,1010,101020,10102020,002111,1311,00,002,13,1311
004439,TELEFONAKTIEBOLAGET LM ERICS,ERIC,2025-12-31,2025,45,4520,452010,45201020,334220,3663,33,334,36,3663
004448,ESCALADE INC,ESCA,2025-12-31,2025,25,2520,252020,25202010,339920,3949,33,339,39,3949
004460,ESTERLINE TECHNOLOGIES CORP,ESL,2018-09-30,2018,20,2010,201010,20101010,334511,3812,33,334,38,3812
004476,EXAR CORP,EXAR,2017-03-31,2016,45,4530,453010,45301020,334413,3674,33,334,36,3674
004497,DMC GLOBAL INC,BOOM,2025-12-31,2025,10,1010,101010,10101020,333132,3533,33,333,35,3533
004503,EXXON MOBIL CORP,XOM,2025-12-31,2025,10,1010,101020,10102010,324110,2911,32,324,29,2911
004510,FMC CORP,FMC,2025-12-31,2025,15,1510,151010,15101030,325320,2870,32,325,28,2870
004517,NEXTERA ENERGY INC,NEE,2025-12-31,2025,55,5510,551010,55101010,002211,4911,00,002,49,4911
004560,FAMILY DOLLAR STORES,FDO,2014-08-31,2014,25,2550,255030,25503020,452990,5331,45,452,53,5331
004598,FEDEX CORP,FDX,2025-05-31,2024,20,2030,203010,20301010,492110,4513,49,492,45,4513
004600,FEDERAL-MOGUL HOLDINGS CORP,FDML,2016-12-31,2016,25,2510,251010,25101010,336310,3714,33,336,37,3714
004605,FEDERAL REALTY INVESTMENT TR,FRT,2025-12-31,2025,60,6010,601070,60107010,531120,6798,53,531,67,6798
004606,COLE REAL ESTATE INVESTMENTS,COLE,2012-12-31,2012,40,4040,404020,40402060,531120,6798,53,531,67,6798
004611,MACY'S INC,M,2025-01-31,2024,25,2550,255030,25503030,455110,5311,45,455,53,5311
004640,FIFTH THIRD BANCORP,FITB,2025-12-31,2025,40,4010,401010,40101010,522110,6020,52,522,60,6020
004674,REGIONS FINANCIAL CORP,RF,2025-12-31,2025,40,4010,401010,40101015,522110,6020,52,522,60,6020
004685,TRUSTMARK CORP,TRMK,2025-12-31,2025,40,4010,401010,40101015,522110,6020,52,522,60,6020
004699,M&T BANK CORP,MTB,2025-12-31,2025,40,4010,401010,40101015,522110,6020,52,522,60,6020
004707,FIRST HARTFORD CORP,FHRT,2018-04-30,2017,60,6020,602010,60201010,005311,6510,00,005,65,6510
004723,US BANCORP,USB,2025-12-31,2025,40,4010,401010,40101010,522110,6020,52,522,60,6020
004737,FIRST HORIZON CORP,FHN,2025-12-31,2025,40,4010,401010,40101015,522110,6020,52,522,60,6020
004740,WINTHROP REALTY TRUST,FUR,2015-12-31,2015,40,4040,404020,40402010,525990,6798,52,525,67,6798
004809,FLOWERS FOODS INC,FLO,2025-12-31,2025,30,3020,302020,30202030,311812,2050,31,311,20,2050
004818,FLUOR CORP,FLR,2025-12-31,2025,20,2010,201030,20103010,237990,1600,23,237,16,1600
004839,FORD MOTOR CO,F,2025-12-31,2025,25,2510,251020,25102010,336110,3711,33,336,37,3711
004842,FOREST CITY REALTY TRUST INC,FCE.A,2017-12-31,2017,60,6010,601010,60101010,531120,6798,53,531,67,6798
004843,FOREST LABORATORIES  -CL A,FRX.1,2014-03-31,2013,35,3520,352020,35202010,325412,2834,32,325,28,2834
004864,FOSTER WHEELER AG,FWLT,2013-12-31,2013,20,2010,201030,20103010,002371,1600,00,002,16,1600
004900,FREQUENCY ELECTRONICS INC,FEIM,2025-04-30,2024,45,4520,452030,45203010,334515,3825,33,334,38,3825
004903,FRIEDMAN INDUSTRIES INC,FRD,2025-03-31,2024,15,1510,151040,15104050,331221,3310,33,331,33,3310
004926,FULLER (H. B.) CO,FUL,2025-11-30,2025,15,1510,151010,15101050,325520,2891,32,325,28,2891
004941,GATX CORP,GATX,2025-12-31,2025,20,2010,201070,20107010,532411,4700,53,532,47,4700
004988,TEGNA INC,TGNA,2025-12-31,2025,50,5020,502010,50201020,516120,4833,51,516,48,4833
004990,GAP INC,GAP,2025-01-31,2024,25,2550,255040,25504010,458110,5651,45,458,56,5651
005018,AEROJET ROCKETDYNE HOLDINGS,AJRD,2022-12-31,2022,20,2010,201010,20101010,336415,3760,33,336,37,3760
005046,GENERAL DYNAMICS CORP,GD,2025-12-31,2025,20,2010,201010,20101010,336411,3721,33,336,37,3721
005047,GE AEROSPACE,GE,2025-12-31,2025,20,2010,201010,20101010,336412,3724,33,336,37,3724
005071,GENERAL MILLS INC,GIS,2025-05-31,2024,30,3020,302020,30202030,311230,2040,31,311,20,2040
005072,ALLY FINANCIAL INC,ALLY,2025-12-31,2025,40,4020,402020,40202010,522220,6172,52,522,61,6172
005073,GENERAL MOTORS CO,GM,2025-12-31,2025,25,2510,251020,25102010,336110,3711,33,336,37,3711
005109,GENESCO INC,GCO,2025-01-31,2024,25,2550,255040,25504010,458210,5661,45,458,56,5661
005116,GENTEX CORP,GNTX,2025-12-31,2025,25,2510,251010,25101010,336390,3714,33,336,37,3714
005125,GENUINE PARTS CO,GPC,2025-12-31,2025,25,2550,255010,25501010,423120,5013,42,423,50,5013
005149,GETTY REALTY CORP,GTY,2025-12-31,2025,60,6010,601070,60107010,531120,6798,53,531,67,6798
005165,GIGA-TRONICS INC,GIGAQ,2023-12-31,2023,20,2010,201010,20101010,334419,3670,33,334,36,3670
005179,GLATFELTER CORP,GLT,2023-12-31,2023,15,1510,151050,15105020,322120,2621,32,322,26,2621
005180,GSK PLC,GSK,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
005229,GOODRICH CORP,GR,2011-12-31,2011,20,2010,201010,20101010,336413,3728,33,336,37,3728
005234,GOODYEAR TIRE & RUBBER CO,GT,2025-12-31,2025,25,2510,251010,25101020,326211,3011,32,326,30,3011
005237,GORMAN-RUPP CO,GRC,2025-12-31,2025,20,2010,201060,20106020,333914,3561,33,333,35,3561
005242,COLE REAL ESTATE INCM STRTGY,6283B,2020-12-31,2020,40,4040,404020,40402010,531120,6798,53,531,67,6798
005250,GRACE (W R) & CO,GRA,2020-12-31,2020,15,1510,151010,15101050,325998,2810,32,325,28,2810
005252,GRACO INC,GGG,2025-12-31,2025,20,2010,201060,20106020,333914,3561,33,333,35,3561
005256,GRAINGER (W W) INC,GWW,2025-12-31,2025,20,2010,201070,20107010,000042,5000,00,000,50,5000
005284,GRAY MEDIA INC,GTN,2025-12-31,2025,50,5020,502010,50201020,516120,4833,51,516,48,4833
005296,COLE CORPORATE INCM TR INC,6284B,2013-12-31,2013,40,4040,404020,40402010,531120,6798,53,531,67,6798
005342,MONEYGRAM INTERNATIONAL INC,MGI,2022-12-31,2022,40,4020,402010,40201060,522320,6099,52,522,60,6099
005379,GULFMARK OFFSHORE INC,GLF,2017-12-31,2017,10,1010,101010,10101020,483111,4412,48,483,44,4412
005439,HALLIBURTON CO,HAL,2025-12-31,2025,10,1010,101010,10101020,213112,1389,21,213,13,1389
005492,L3HARRIS TECHNOLOGIES INC,LHX,2025-12-31,2025,20,2010,201010,20101010,334511,3812,33,334,38,3812
005496,ENVIRI CORP,NVRI,2025-12-31,2025,20,2020,202010,20201050,331110,3390,33,331,33,3390
005518,HASBRO INC,HAS,2025-12-31,2025,25,2520,252020,25202010,339930,3944,33,339,39,3944
005523,HAVERTY FURNITURE,HVT,2025-12-31,2025,25,2550,255040,25504060,449110,5712,44,449,57,5712
005539,HEALTHCARE SERVICES GROUP,HCSG,2025-12-31,2025,20,2020,202010,20201070,621999,8090,62,621,80,8090
005543,WELLTOWER INC,WELL,2025-12-31,2025,60,6010,601050,60105010,531110,6798,53,531,67,6798
005567,HEICO CORP,HEI,2025-10-31,2025,20,2010,201010,20101010,336412,3724,33,336,37,3724
005572,HELEN OF TROY LTD,HELE,2025-02-28,2024,25,2520,252010,25201040,335210,3634,33,335,36,3634
005581,HELMERICH & PAYNE,HP,2025-09-30,2025,10,1010,101010,10101010,213111,1381,21,213,13,1381
005594,HERLEY INDUSTRIES INC/DE,HRLY,2010-07-31,2010,20,2010,201010,20101010,334511,3812,33,334,38,3812
005597,HERSHEY CO,HSY,2025-12-31,2025,30,3020,302020,30202030,003113,2060,00,003,20,2060
005600,HERTZ GLOBAL HOLDINGS INC,HTZ,2025-12-31,2025,20,2030,203040,20304040,532111,7510,53,532,75,7510
005606,HP INC,HPQ,2025-10-31,2025,45,4520,452020,45202030,033411,3570,03,033,35,3570
005608,HEXCEL CORP,HXL,2025-12-31,2025,20,2010,201010,20101010,325211,2821,32,325,28,2821
005621,CRAWFORD UNITED CORP,CRAWA,2024-12-31,2024,20,2010,201060,20106020,003329,3490,00,003,34,3490
005650,HITACHI LTD,HTHIY,2025-03-31,2024,20,2010,201050,20105010,999977,9997,99,999,99,9997
005667,HF SINCLAIR CORP,DINO,2025-12-31,2025,10,1010,101020,10102030,324110,2911,32,324,29,2911
005680,HOME DEPOT INC,HD,2025-01-31,2024,25,2550,255040,25504030,444110,5211,44,444,52,5211
005691,HONDA MOTOR CO LTD,HMC,2025-03-31,2024,25,2510,251020,25102010,336110,3711,33,336,37,3711
005709,HORMEL FOODS CORP,HRL,2025-10-31,2025,30,3020,302020,30202030,311611,2011,31,311,20,2011
005723,STARWOOD HOTELS&RESORTS WRLD,HOT,2015-12-31,2015,25,2530,253010,25301020,721110,7011,72,721,70,7011
005742,CENTERPOINT ENERGY INC,CNP,2025-12-31,2025,55,5510,551030,55103010,022111,4931,02,022,49,4931
005763,URSTADT BIDDLE PROPERTIES,UBA,2022-10-31,2022,60,6010,601070,60107010,531120,6798,53,531,67,6798
005791,HUTCHINSON TECHNOLOGY INC,HTCH,2015-09-30,2015,45,4520,452020,45202030,334418,3679,33,334,36,3679
005831,IEC ELECTRONICS CORP,IEC,2020-09-30,2020,45,4520,452030,45203020,334412,3672,33,334,36,3672
005849,BBX CAPITAL CORP,BBX,2019-12-31,2019,25,2530,253010,25301020,721110,6035,72,721,60,6035
005860,ITT INC,ITT,2025-12-31,2025,20,2010,201060,20106020,333914,3561,33,333,35,3561
005862,RAYONIER INC,RYN,2025-12-31,2025,60,6010,601080,60108040,531190,6798,53,531,67,6798
005888,TELIGENT INC,TLGTQ,2020-12-31,2020,35,3520,352020,35202010,325412,2834,32,325,28,2834
005918,VECTREN CORP,VVC,2017-12-31,2017,55,5510,551030,55103010,221210,4923,22,221,49,4923
005959,TRANE TECHNOLOGIES PLC,TT,2025-12-31,2025,20,2010,201020,20102010,333415,3585,33,333,35,3585
005968,RYERSON HOLDING CORP,RYZ,2025-12-31,2025,15,1510,151040,15104050,423510,5051,42,423,50,5051
005987,GRIFFON CORP,GFF,2025-09-30,2025,20,2010,201020,20102010,332216,3420,33,332,34,3420
006003,INTEGRATED DEVICE TECH INC,IDTI,2018-03-31,2017,45,4530,453010,45301020,334413,3674,33,334,36,3674
006008,INTEL CORP,INTC,2025-12-31,2025,45,4530,453010,45301020,334413,3674,33,334,36,3674
006013,CORECARD CORP,CCRD,2024-12-31,2024,45,4510,451030,45103010,513210,7372,51,513,73,7372
006066,INTL BUSINESS MACHINES CORP,IBM,2025-12-31,2025,45,4510,451020,45102010,518210,7370,51,518,73,7370
006081,NAVISTAR INTERNATIONAL CORP,NAV,2020-10-31,2020,20,2010,201060,20106010,336120,3711,33,336,37,3711
006100,INTERDIGITAL INC,IDCC,2025-12-31,2025,45,4510,451030,45103010,533110,6794,53,533,67,6794
006109,INTL RECTIFIER CORP,IRF,2014-06-30,2014,45,4530,453010,45301020,334413,3674,33,334,36,3674
006110,IRIS INTERNATIONAL INC,IRIS,2011-12-31,2011,35,3510,351010,35101010,334516,3826,33,334,38,3826
006115,INTL SHIPHOLDING CORP,ISHCQ,2015-12-31,2015,20,2030,203030,20303010,000483,4400,00,000,44,4400
006130,INTERPHASE CORP,INPHQ,2014-12-31,2014,45,4520,452010,45201020,334210,3576,33,334,35,3576
006136,INTERPUBLIC GROUP OF COS,IPG,2024-12-31,2024,50,5020,502010,50201010,541810,7311,54,541,73,7311
006194,ISRAMCO INC,ISRL.1,2018-12-31,2018,10,1010,101020,10102020,211120,1311,21,211,13,1311
006196,ANIXTER INTL INC,AXE,2019-12-31,2019,45,4520,452030,45203030,423690,5065,42,423,50,5065
006213,EPOCH HOLDING CORP,EPHC,2012-06-30,2012,40,4020,402030,40203010,523920,6282,52,523,62,6282
006216,JACOBS SOLUTIONS INC,J,2025-09-30,2025,20,2020,202020,20202020,054161,8700,05,054,87,8700
006239,JEFFERIES GROUP LLC,LUK2,2021-11-30,2021,40,4020,402030,40203020,523110,6211,52,523,62,6211
006242,SMURFIT-STONE CONTAINER CORP,SSCC.,2010-12-31,2010,15,1510,151030,15103020,322130,2631,32,322,26,2631
006266,JOHNSON & JOHNSON,JNJ,2025-12-31,2025,35,3520,352020,35202010,325412,2834,32,325,28,2834
006268,JOHNSON CONTROLS INTL PLC,JCI,2025-09-30,2025,20,2010,201020,20102010,333415,3585,33,333,35,3585
006304,KLA CORP,KLAC,2025-06-30,2025,45,4530,453010,45301010,333314,3827,33,333,38,3827
006307,SEARS HOLDINGS CORP,SHLDQ,2018-01-31,2017,25,2550,255030,25503010,452111,5311,45,452,53,5311
006310,KINDER MORGAN INC,KMI,2025-12-31,2025,10,1010,101020,10102040,486210,4923,48,486,49,4923
006311,PRIMEENERGY RESOURCES CORP,PNRG,2025-12-31,2025,10,1010,101020,10102020,211120,1311,21,211,13,1311
006315,K V PHARMACEUTICAL  -CL A,KVPHQ,2012-03-31,2011,35,3520,352020,35202010,325412,2834,32,325,28,2834
006326,KAMAN CORP,KAMN,2023-12-31,2023,20,2010,201010,20101010,003364,3720,00,003,37,3720
006338,EVERGY INC,EVRG,2025-12-31,2025,55,5510,551010,55101010,022111,4931,02,022,49,4931
006375,KELLANOVA,K,2024-12-31,2024,30,3020,302020,30202030,311230,2040,31,311,20,2040
006386,KENNAMETAL INC,KMT,2025-06-30,2025,20,2010,201060,20106020,333517,3540,33,333,35,3540
006397,KENTUCKY POWER,AEP4,2025-12-31,2025,55,5510,551010,55101010,002211,4911,00,002,49,4911
006416,KEY TRONIC CORP,KTCC,2025-06-30,2025,45,4520,452030,45203020,334418,3670,33,334,36,3670
006433,KIMBALL INTERNATIONAL  -CL B,KBAL,2022-06-30,2022,20,2020,202010,20201060,337211,2520,33,337,25,2520
006435,KIMBERLY-CLARK CORP,KMB,2025-12-31,2025,30,3030,303010,30301010,322120,2621,32,322,26,2621
006461,KIRBY CORP,KEX,2025-12-31,2025,20,2030,203030,20303010,483211,4400,48,483,44,4400
006497,KOSS CORP,KOSS,2025-06-30,2025,25,2520,252010,25201010,334310,3651,33,334,36,3651
006502,KROGER CO,KR,2025-01-31,2024,30,3010,301010,30101030,445110,5411,44,445,54,5411
006506,KUBOTA CORP,KUBTY,2024-12-31,2024,20,2010,201060,20106015,333111,3523,33,333,35,3523
006509,KULICKE & SOFFA INDUSTRIES,KLIC,2025-09-30,2025,45,4530,453010,45301010,333242,3559,33,333,35,3559
006512,KYOCERA CORP,KYOCY,2025-03-31,2024,45,4520,452030,45203015,334413,3674,33,334,36,3674
006529,LSI CORP,LSI.1,2013-12-31,2013,45,4530,453010,45301020,334413,3674,33,334,36,3674
006532,XCERRA CORP,XCRA,2017-07-31,2017,45,4530,453010,45301010,334515,3825,33,334,38,3825
